"PlayerName","playerid","Date","Team","Opp","season","Age","BatOrder","Pos","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Spd","wRC+","wBSR","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","XX%","wFB","wSL","wCT","wCB","wCH","wSF","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","pfxFA%","pfxFC%","pfxFS%","pfxSI%","pfxSL%","pfxCU%","pfxKC%","pfxCH%","pfxvFA","pfxvFC","pfxvFS","pfxvSI","pfxvSL","pfxvCU","pfxvKC","pfxvCH","pfxFA-X","pfxFC-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxKC-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxKC-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwFS","pfxwSI","pfxwSL","pfxwCU","pfxwKC","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwKC/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCS%","piCU%","piFA%","piFC%","piFS%","piSI%","piSL%","piXX%","pivCH","pivCS","pivCU","pivFA","pivFC","pivFS","pivSI","pivSL","pivXX","piCH-X","piCS-X","piCU-X","piFA-X","piFC-X","piFS-X","piSI-X","piSL-X","piXX-X","piCH-Z","piCS-Z","piCU-Z","piFA-Z","piFC-Z","piFS-Z","piSI-Z","piSL-Z","piXX-Z","piwCH","piwCS","piwCU","piwFA","piwFC","piwFS","piwSI","piwSL","piwXX","piwCH/C","piwCS/C","piwCU/C","piwFA/C","piwFC/C","piwFS/C","piwSI/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Aaron Judge",15640,"2021-08-31","NYY","@LAA",2021,29,"3","RF",1,3,4,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,16,8,8,1,0,0,0.25,0,1,1,1,2,0,1,2,0.333333333,0.666666666,0,0,0,0.5,0,0.832220628857613,1.71364628144756,2.19786943861499,0.14285714,450.821372546935,-0.0136900851503015,0.171664014458656,0,0.171664014458656,1.8730001449585,0.184714019298553,1.11539995670319,NA,0,0.151322513818741,0.0025810374832044,0.625,92.5,0.1875,87.33333333,NA,NA,0.0625,73,0.125,87.5,NA,NA,NA,1.45789933204651,0.188310444355011,NA,0.0361063815653324,0.0500490181148052,NA,14.5789933204651,6.2770148118337,NA,3.61063815653324,2.50245090574026,NA,0.18181818,0.6,0.3125,1,1,1,0.3125,0.5,0,1,0,2,0,2,1,3,0.33333333,0,0.66666667,0,0.66666667,0.33333333,0.3125,NA,NA,0.3125,0.1875,0.0625,NA,0.125,92.6,NA,NA,92,87.0999959309896,73.1999969482422,NA,87.3000030517578,-4.68199996948242,NA,NA,-8.20400009155273,0.993333339691162,7.09000015258789,NA,-7.67000007629395,8.5379997253418,NA,NA,6.07999992370605,3.29999987284342,0.899999976158142,NA,7.5600004196167,0.652089264243841,NA,NA,0.796170316636562,0.186132505536079,0.0358473882079124,NA,0.0496592968702316,13.0417852848768,NA,NA,15.9234063327312,6.20441685120265,3.58473882079124,NA,2.48296484351158,0,0.71428571,0.3125,NA,1,1,0.4375,25,0.125,NA,0.0625,0.3125,NA,NA,0.3125,0.1875,NA,87.1557464599609,NA,73.0637969970703,93.0030212402344,NA,NA,91.3333801269531,86.9422403971354,NA,-7.25272464752197,NA,8.26109027862549,-3.57910804748535,NA,NA,-8.91689758300781,1.72470998764038,NA,5.99242496490479,NA,-0.520473003387451,8.42938613891602,NA,NA,4.08677177429199,1.74283520380656,NA,0.0496592968702316,NA,0.0358473882079124,0.65939999371767,NA,NA,0.788859587162733,0.186132505536079,NA,2.48296484351158,NA,3.58473882079124,13.1879998743534,NA,NA,15.7771917432547,6.20441685120265,NA,0,0.625,0.3125,NA,1,1,0.5,3,97.3917846679688,5.82349077860514,0,0,108.59,2,0.66666667,"2021-08-31",0
"Aaron Judge",15640,"2021-08-30","NYY","@LAA",2021,29,"3","RF",1,5,5,2,2,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0.4,2,0,0,0,25,12,13,1,0,0,0,0.6,0,0.4,0.4,0.8,0,1,2,0,1,0,0,0,0.5,0,0.351622128486633,0.153874443917535,0.759153390376828,0.14285714,126.045031921952,-0.00684504257515073,0.0423400215804577,-0.110819980502129,0.153160005807877,0.884999990463257,0.0872781053185463,1.61495995521545,NA,0,0.0154020776972175,0.0108153040054818,0.48,93.25,0.28,84,0.08,90,NA,NA,0.12,91,0.04,86,NA,-0.0504710674285889,0.657728850841522,-0.041377130895853,NA,-0.539571821689606,0.0926673635840416,-0.420592228571574,9.39612644059318,-2.06885654479265,NA,-17.9857273896535,9.26673635840416,0.1875,0.66666667,0.36,0.33333333,0.83333333,0.66666667,0.36,0.4,0.12,1,0,1,0,0,2,2,0.5,0,0.5,0,0,1,0.16,0.08,0.04,0.32,0.28,NA,NA,0.12,94.1999969482422,89.8499984741211,85.6999969482422,92.6875,84.1000017438616,NA,NA,90.9666646321615,-5.05749988555908,2.15499997138977,-4.78999996185303,-8.61250019073486,3.47428567068917,NA,NA,-9.29666646321615,9.76249980926514,3.90999984741211,0.949999988079071,5.67749977111816,0.0199999979564122,NA,NA,1.83666674296061,0.0167700164020061,-0.041137769818306,0.0918394774198532,-0.0671025961637497,0.652973063290119,NA,NA,-0.536480709910393,0.419250410050154,-2.0568884909153,9.18394774198532,-0.838782452046871,9.32818661843027,NA,NA,-17.8826903303464,0.2,0.6,0.36,0.33333333,0.83333333,0.66666667,0.4,26.4,0.08,NA,NA,0.16,0.08,0.04,0.36,0.28,NA,90.0419006347656,NA,NA,94.1466217041016,89.7324981689453,85.630500793457,92.6047092013889,83.9977155412946,NA,-8.55875015258789,NA,NA,-4.58635759353638,2.81520986557007,-4.30990982055664,-8.44774458143446,4.40061596461705,NA,-0.372953474521637,NA,NA,8.74234485626221,2.80305004119873,-0.963034987449646,4.50251091851128,-1.32065650394985,NA,-0.565017372369766,NA,NA,0.0167700164020061,-0.041137769818306,0.0918394774198532,-0.0385659337043762,0.652973063290119,NA,-28.2508686184883,NA,NA,0.419250410050154,-2.0568884909153,9.18394774198532,-0.428510374493069,9.32818661843027,NA,0.2,0.6,0.36,0.33333333,0.83333333,0.66666667,0.4,2,109.39582824707,-6.08212184906006,0,0,111.839,2,1,"2021-08-30",0
"Aaron Judge",15640,"2021-08-29","NYY","@OAK",2021,29,"3","RF",1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,22,9,13,0,0,0,0,0,0,0,0,0,0,0,3,0.25,0.75,0,0,0,0,0,0,-1.04059826109324,-0.556375103925809,0.14285714,-100,0,-0.137479931116104,-0.137479931116104,0,-1.10800004005432,-0.116325467824936,1.307000041008,NA,0,-0.104797855019569,-0.000389541156849763,0.5,90.63636364,0.09090909,86.5,0.13636364,85.66666667,0.13636364,77.66666667,0.13636364,85,NA,NA,NA,-0.201342418789864,-0.153799742460251,-0.141540348529816,-0.0193715579807758,-0.410494446754456,NA,-1.8303856253624,-7.68998712301254,-4.71801161766052,-0.645718599359195,-13.6831482251485,NA,0.125,0.66666667,0.27272727,1,1,1,0.27272727,0.75,0,3,1,0,0,4,0,4,0.75,0.25,0,0,1,0,0.31818182,0.13636364,NA,0.18181818,0.09090909,0.13636364,NA,0.13636364,89.9428536551339,86.3333333333333,NA,91.5999984741211,85.3999938964844,77.5,NA,85.2000020345052,-4.37857137407575,1.91333325703939,NA,-7.33249998092651,0.5,1.84333340326945,NA,-6.41666666666667,9.93714250837054,4.65333334604899,NA,5.84249973297119,2.5550000667572,-2.49666659037272,NA,3.83666674296061,0.0416540689766407,-0.474039420485497,NA,-0.242242615669966,0.133055649697781,-0.0193441957235336,NA,-0.407765671610832,0.595058128237724,-15.8013140161832,NA,-6.05606539174914,6.65278248488903,-0.644806524117788,NA,-13.5921890536944,0.08333333,0.5,0.27272727,1,1,1,0.45454545,27.66666667,0.13636364,NA,0.13636364,0.31818182,0.22727273,NA,0.18181818,NA,NA,85.0638631184896,NA,77.3645324707031,89.8323713030134,85.8144775390625,NA,91.4804534912109,NA,NA,-5.71242332458496,NA,2.9452600479126,-3.67127282278878,2.5946310043335,NA,-6.73221492767334,NA,NA,2.42221673329671,NA,-4.28363259633382,8.83292279924665,2.54959945678711,NA,4.69081020355225,NA,NA,-0.407765671610832,NA,-0.0193441957235336,0.0416540689766407,-0.340983770787716,NA,-0.242242615669966,NA,NA,-13.5921890536944,NA,-0.644806524117788,0.595058128237724,-6.81967541575432,NA,-6.05606539174914,NA,NA,0.09090909,0.45454545,0.27272727,1,1,1,0.5,4,89.5233612060547,-1.24103486537933,0,0,107.303,1,0.25,"2021-08-29",0
"Aaron Judge",15640,"2021-08-28","NYY","@OAK",2021,29,"3","CF",1,4,4,3,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0.75,0,2,2,0,11,5,6,0,0,0,0,0,0,0.75,1.75,2.5,1,0.666666666,0,0.5,0,0.5,0,0.5,0,0,1.03180511295795,2.37417361884818,2.85839677601561,0.14285714,585.695531208685,-0.00342252128757536,0.0978000089526176,-0.0176400002092123,0.115440011024475,2.18499994277954,0.229396313428879,0.731750011444092,NA,0,0.132821723818779,0.000830489946973573,0.63636364,95.28571429,0.18181818,83.5,NA,NA,NA,NA,NA,NA,0.18181818,89,NA,0.454699009656906,1.84003257751465,NA,NA,NA,0.0788132697343826,6.4957001379558,92.0016288757324,NA,NA,NA,3.94066348671913,0,0.66666667,0.36363636,NA,1,1,0.54545455,0.75,0,2,2,0,0,1,3,4,0.5,0.5,0,0,0.25,0.75,0.36363636,NA,0.18181818,0.27272727,0.18181818,NA,NA,NA,96.3499984741211,NA,89.1999969482422,93.6333312988281,83.5,NA,NA,NA,-3.5475001335144,NA,-6.52999973297119,-9.73000017801921,2.375,NA,NA,NA,8.94000053405762,NA,2.44000005722046,5.62333297729492,4.21500015258789,NA,NA,NA,0.0522883161902428,NA,0.0781959593296051,0.40105914324522,1.83644881844521,NA,NA,NA,1.30720790475607,NA,3.90979796648026,13.368638108174,91.8224409222603,NA,NA,NA,0,0.66666667,0.36363636,NA,1,1,0.54545455,20.57142857,NA,NA,NA,0.36363636,NA,0.18181818,0.27272727,0.18181818,NA,NA,NA,NA,96.0530471801758,NA,88.910400390625,93.3397318522135,83.196044921875,NA,NA,NA,NA,-2.79916763305664,NA,-5.87924003601074,-9.01619974772135,3.79727506637573,NA,NA,NA,NA,8.14943695068359,NA,0.943231999874115,4.61033535003662,3.29010009765625,NA,NA,NA,NA,0.0522883161902428,NA,0.0781959593296051,0.40105914324522,1.83644881844521,NA,NA,NA,NA,1.30720790475607,NA,3.90979796648026,13.368638108174,91.8224409222603,NA,0,0.66666667,0.36363636,NA,1,1,0.54545455,4,105.027969360352,20.3981666564941,3,0.75,111.545,4,1,"2021-08-28",0
"Aaron Judge",15640,"2021-08-27","NYY","@OAK",2021,29,"3","CF-RF",1,5,5,3,2,0,0,1,1,4,0,0,1,0,0,0,0,0,0,0.6,2,2,0,0,19,4,15,0,0,0,0,0.2,0,0.6,1.2,1.8,0.6,0.666666666,1,0,0.5,0.5,0,0.5,0,0,0.752925848960876,1.81402402398552,2.41930297044481,0.14285714,397.235960970232,-0.00684504257515073,0.149499982595444,-0.0149200083687901,0.164419993758202,3.09899997711182,0.325354337692261,0.493600010871887,NA,0,0.143903464078903,0.158973317328312,0.42105263,94.125,0.21052632,86,NA,NA,0.05263158,81,0.31578947,85.5,NA,NA,NA,0.213574320077896,-0.302916139364243,NA,0.0220055729150772,1.86157095432281,NA,2.6696790009737,-7.57290348410606,NA,2.20055729150772,31.0261825720469,NA,0.28571429,0.75,0.57894737,0.5,0.88888889,0.81818182,0.63157895,0.8,0.10526316,1,2,1,0,1,3,4,0.25,0.5,0.25,0,0.25,0.75,0.10526316,NA,NA,0.31578947,0.15789474,0.10526316,NA,0.31578947,93.5,NA,NA,94.1833292643229,85.7999979654948,83.4000015258789,NA,85.4166666666667,-4.25,NA,NA,8.8733336130778,-1.01333332061768,0.679999947547913,NA,4.55833307902018,9.09500026702881,NA,NA,7.46500015258789,0.726666688919067,-2.1399998664856,NA,5.26500002543132,-0.0190773718059063,NA,NA,0.230748269706964,-0.348472833633423,0.0217935740947723,NA,1.85791228339076,-0.953868590295315,NA,NA,3.84580449511608,-11.6157611211141,1.08967870473862,NA,30.9652047231793,0.33333333,0.69230769,0.57894737,0.5,0.77777778,0.72727273,0.68421053,26.53846154,0.31578947,NA,0.05263158,0.10526316,0.05263158,NA,0.31578947,0.15789474,NA,85.1415506998698,NA,80.7236022949219,93.2413940429688,82.2559967041016,NA,93.9131978352865,86.5733337402344,NA,4.5148983001709,NA,5.95636987686157,-3.28874516487122,0.872385025024414,NA,8.53183174133301,-2.33332665761312,NA,4.22653516133626,NA,-8.63683986663818,8.01263523101807,0.0403290018439293,NA,6.75613530476888,0.487136006355286,NA,1.85791228339076,NA,0.0217935740947723,-0.0190773718059063,-0.041137769818306,NA,0.230748269706964,-0.307335063815117,NA,30.9652047231793,NA,2.17935740947723,-0.953868590295315,-4.1137769818306,NA,3.84580449511608,-10.2445021271706,NA,0.33333333,0.69230769,0.57894737,0.5,0.77777778,0.72727273,0.68421053,4,105.326133728027,14.0341920852661,1,0.25,115.257,3,0.75,"2021-08-27",0
"Aaron Judge",15640,"2021-08-26","NYY","@OAK",2021,29,"3","RF",1,4,5,2,1,1,0,0,1,1,1,0,2,0,0,0,0,0,1,0.5,0,0,2,0,27,11,16,0,0,0,0.2,0.4,0.5,0.6,0.75,1.35,0.25,1,0,1,0,0,0,0,0,0,0.56248368024826,1.02618561062155,1.63146455708084,3.95833333125,268.539948378795,-0.426168248523027,0.4375,-0.0438600219786167,0.481360018253326,1.23599994182587,0.129763767123222,1.43866670131683,NA,0,0.0852499827742577,0.21885102936396,0.44444444,93.33333333,0.40740741,84.54545455,0.03703704,92,0.03703704,77,0.07407407,86,NA,NA,NA,0.601587057113647,-0.161713898181915,0.547566831111908,0.0361063815653324,0.00132975727319717,NA,5.01322547594706,-1.47012634710832,54.7566831111908,3.61063815653324,0.0664878636598587,NA,0.26315789,0.375,0.2962963,0.4,1,0.625,0.2962963,0.2,0.11111111,0,0,2,1,1,0,2,0,0,1,0.5,0.5,0,0.33333333,0.03703704,NA,0.11111111,0.40740741,0.03703704,NA,0.07407407,94.6666666666667,92,NA,89.4333292643229,84.4545454545455,76.5,NA,85.75,-5.87777794731988,-4.48000001907349,NA,-10.2966664632161,0.103636362335899,1.80999994277954,NA,-8.28999996185303,8.66333346896701,3.22000002861023,NA,3.71999994913737,2.63636363636364,-4.15999984741211,NA,-0.0850000381469727,-0.168414797633886,0.544180333614349,NA,0.767464466392994,-0.162059783935547,0.0358473882079124,NA,0.00121079757809639,-1.8712755292654,54.4180333614349,NA,25.5821488797665,-1.47327076305043,3.58473882079124,NA,0.0605398789048195,0.26315789,0.375,0.2962963,0.4,1,0.625,0.2962963,25.33333333,0.07407407,NA,0.03703704,0.33333333,0.03703704,NA,0.11111111,0.40740741,NA,85.5298461914062,NA,76.3000030517578,94.4987521701389,91.8200988769531,NA,89.2026672363281,84.257646040483,NA,-7.45067024230957,NA,2.97863006591797,-4.84182993570964,-3.96862006187439,NA,-9.34078661600749,1.64375773343173,NA,-1.44528591632843,NA,-5.84891986846924,7.55270809597439,2.24753999710083,NA,2.63177665074666,1.27780012650923,NA,0.00121079757809639,NA,0.0358473882079124,-0.168414797633886,0.544180333614349,NA,0.767464466392994,-0.162059783935547,NA,0.0605398789048195,NA,3.58473882079124,-1.8712755292654,54.4180333614349,NA,25.5821488797665,-1.47327076305043,NA,0.26315789,0.375,0.2962963,0.4,1,0.625,0.2962963,2,77.2660827636719,15.7290134429932,0,0,80.3596,0,0,"2021-08-26",0
"Aaron Judge",15640,"2021-08-24","NYY","@ATL",2021,29,"3","CF",1,4,4,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0.5,1,0,1,0,20,8,12,0,0,0,0,0.5,0,0.5,0.75,1.25,0.25,1,1,0.5,0.5,0,0,0,0,0,0.53017546236515,0.714024038780193,1.19824719594763,2.64285714,246.706869898335,-0.00342252128757536,0.0671719908714294,-0.0196819864213467,0.0868539735674858,0.480000019073486,0.0471281334757805,0.576600015163422,NA,0,0.0442523248493671,0.0722443610766493,0.4,96.75,0.15,85.66666667,NA,NA,0.25,81.4,0.2,87,NA,NA,NA,0.852988243103027,-0.0789750218391418,NA,-0.212793856859207,0.126241713762283,NA,10.6623530387878,-2.63250072797139,NA,-4.25587713718414,3.15604284405708,NA,0.38461538,0.42857143,0.4,0.4,0.66666667,0.5,0.35,0.75,0.2,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,0.1,NA,NA,0.3,0.15,0.25,NA,0.2,96.8999938964844,NA,NA,96.6166687011719,85.2666625976562,81.1400024414063,NA,87.1750030517578,-1.875,NA,NA,-10.4449996948242,-1.89999993642171,8.78600006103516,NA,-11.4500007629395,8.36999988555908,NA,NA,3.49833329518636,-3.04333337148031,-5.4060001373291,NA,2.34749984741211,-0.17459100484848,NA,NA,1.02437486499548,-0.0786259323358536,-0.211890645325184,NA,0.124941416084766,-8.72955024242401,NA,NA,17.0729144165913,-2.62086441119512,-4.23781290650368,NA,3.12353540211916,0.18181818,0.66666667,0.4,0,0.66666667,0.5,0.45,21.5625,NA,NA,0.25,0.1,NA,0.2,0.3,0.15,NA,NA,NA,81.3640014648438,97.1548461914062,NA,87.4261779785156,96.8831787109375,85.5113321940104,NA,NA,NA,9.77413024902344,-1.31326997280121,NA,-10.7842273712158,-9.86569341023763,-2.62288665771484,NA,NA,NA,-6.63589782714844,7.54508495330811,NA,1.0104603767395,2.5248916943868,-4.35459009806315,NA,NA,NA,-0.211890645325184,-0.17459100484848,NA,0.124941416084766,1.02437486499548,-0.0786259323358536,NA,NA,NA,-4.23781290650368,-8.72955024242401,NA,3.12353540211916,17.0729144165913,-2.62086441119512,NA,0.18181818,0.66666667,0.4,0,0.66666667,0.5,0.45,2,110.718994140625,-1.9932656288147,0,0,111.109,2,1,"2021-08-24",0
"Aaron Judge",15640,"2021-08-23","NYY","@ATL",2021,29,"3","CF-RF",1,4,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,2,1,1,0,13,4,9,0,0,0,0,0,0,0.5,0.5,1,0,0.5,2,0.25,0.5,0.25,0,0,0,0,0.439527660608292,0.414024009190846,0.898247166358281,7.5,185.449372595355,0.193154960405082,-0.0337480008602142,-0.0711179971694946,0.0373699963092804,-0.0309999883174896,-0.00304368976503611,0.886866688728333,NA,0,0.0258940998464823,-0.0639471706057472,0.38461538,95.6,0.38461538,85.4,NA,NA,NA,NA,0.23076923,89.33333333,NA,NA,NA,-0.0915879011154175,0.974781513214111,NA,NA,-0.429218858480453,NA,-1.83175802230835,19.4956302642822,NA,NA,-14.3072952826818,NA,0.14285714,0.83333333,0.46153846,1,1,1,0.46153846,1,0,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,0.15384615,NA,NA,0.23076923,0.38461538,NA,NA,0.23076923,96.8000030517578,NA,NA,94.5333353678385,85.4799987792969,NA,NA,89.5666707356771,-4.63000011444092,NA,NA,-8.93000030517578,-0.266000032424927,NA,NA,-8.24666659037272,8.40499973297119,NA,NA,3.89999993642171,-2.82399997711182,NA,NA,5.30666669209798,-0.0126011073589325,NA,NA,-0.0786259323358536,0.9685969799757,NA,NA,-0.427088305354118,-0.630055367946625,NA,NA,-2.62086441119512,19.371939599514,NA,NA,-14.2362768451373,0.2,0.625,0.46153846,1,1,1,0.61538462,19.77777778,0.23076923,NA,NA,0.15384615,NA,NA,0.23076923,0.38461538,NA,89.9193318684896,NA,NA,97.1257476806641,NA,NA,94.8645629882812,85.8106811523437,NA,-8.05138333638509,NA,NA,-4.55125522613525,NA,NA,-8.77326329549154,0.310068392753601,NA,4.41104698181152,NA,NA,7.53884983062744,NA,NA,2.57002671559652,-4.05572395324707,NA,-0.427088305354118,NA,NA,-0.0126011073589325,NA,NA,-0.0786259323358536,0.9685969799757,NA,-14.2362768451373,NA,NA,-0.630055367946625,NA,NA,-2.62086441119512,19.371939599514,NA,0.2,0.625,0.46153846,1,1,1,0.61538462,4,94.7669525146484,11.591007232666,0,0,113.835,2,0.5,"2021-08-23",0
"Aaron Judge",15640,"2021-08-21","NYY","MIN",2021,29,"3","CF-RF",1,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,13,6,7,0,0,0,0.25,0.25,1,0.25,0,0.25,0,0,0,0.5,0,0.5,0,0,0,0,0.172929137945175,-0.468287123978576,0.0159360331888589,0.14285714,5.28881749641486,-0.00342252128757536,-0.0409699566662312,-0.0438999645411968,0.00293000927194953,-0.666999936103821,-0.0668671578168869,0.689000010490417,NA,0,-0.0693574845790863,0.00989455853780875,0.61538462,91.5,0.30769231,83,NA,NA,NA,NA,0.07692308,87,NA,NA,NA,-0.170216754078865,-0.302615731954575,NA,NA,0,NA,-2.12770942598581,-7.56539329886436,NA,NA,0,NA,0.375,0.4,0.38461538,0.66666667,1,0.8,0.38461538,0.5,0.07692308,1,1,0,0,1,1,2,0.5,0.5,0,0,0.5,0.5,0.30769231,NA,0.07692308,0.30769231,0.30769231,NA,NA,NA,91.9749984741211,NA,86.5999984741211,91.1500015258789,82.8000030517578,NA,NA,NA,-5.62750005722046,NA,-6.07000017166138,-9.40999984741211,2.00999999046326,NA,NA,NA,8.59749984741211,NA,0.790000021457672,0.46000000834465,3.00499987602234,NA,NA,NA,0.0897603929042816,NA,0,-0.307335067540407,-0.301913507282734,NA,NA,NA,2.24400982260704,NA,0,-7.68337668851018,-7.54783768206835,NA,NA,NA,0.33333333,0.42857143,0.38461538,0.5,1,0.8,0.53846154,27.25,NA,NA,NA,0.30769231,NA,0.07692308,0.30769231,0.30769231,NA,NA,NA,NA,92.2493515014648,NA,86.8460006713867,91.4237213134766,83.0971221923828,NA,NA,NA,NA,-5.12573766708374,NA,-5.58519983291626,-9.33489990234375,2.901442527771,NA,NA,NA,NA,7.59255027770996,NA,-0.689909994602203,-0.243785500526428,1.59340000152588,NA,NA,NA,NA,0.0897603929042816,NA,0,-0.307335067540407,-0.301913507282734,NA,NA,NA,NA,2.24400982260704,NA,0,-7.68337668851018,-7.54783768206835,NA,0.33333333,0.42857143,0.38461538,0.5,1,0.8,0.53846154,2,102.226531982422,31.5665988922119,0,0,109.963,1,0.5,"2021-08-21",0
"Aaron Judge",15640,"2021-08-20","NYY","MIN",2021,29,"2","RF",1,4,5,1,0,0,0,1,2,2,1,0,2,0,0,0,0,0,0,0.25,0,2,0,0,22,9,13,0,0,0,0.2,0.4,0.5,0.4,1,1.4,0.75,0,0,0,0,1,0,0.5,0,0,0.539647030830383,0.931712890816098,1.53699183727539,2.64285714,253.10751689108,-0.00342252128757536,0.10463996976614,-0.00529003143310547,0.109930001199245,1.49699997901917,0.150075197219849,0.425799995660782,NA,0,0.0947237014770508,0.151025408040326,0.36363636,91.875,0.22727273,79.2,NA,NA,NA,NA,0.40909091,82.77777778,NA,NA,NA,1.28541028499603,-0.184918120503426,NA,NA,-0.193195670843124,NA,16.0676285624504,-3.69836241006851,NA,NA,-2.1466185649236,NA,0.15384615,0.66666667,0.36363636,0,0.83333333,0.625,0.40909091,0.6,0.13636364,0,0,2,0,1,1,2,0,0,1,0,0.5,0.5,0.09090909,NA,NA,0.27272727,0.22727273,NA,NA,0.40909091,95,NA,NA,90.7333374023438,78.9,NA,NA,82.7333306206597,-6.66499996185303,NA,NA,9.33166631062826,7.1879997253418,NA,NA,4.06888877020942,7.97499990463257,NA,NA,4.0616668065389,2.41599998474121,NA,NA,0.314444409476386,-0.00529038161039352,NA,NA,1.29066129028797,-0.184213444590569,NA,NA,-0.19418041780591,-0.264519080519676,NA,NA,21.5110215047995,-3.68426889181137,NA,NA,-2.15756019784345,0.15384615,0.66666667,0.36363636,0,0.83333333,0.625,0.40909091,23.82352941,0.40909091,NA,NA,0.36363636,NA,NA,NA,0.22727273,NA,82.8860405815972,NA,NA,91.9667892456055,NA,NA,NA,79.0551635742188,NA,3.63633685641819,NA,NA,4.89452981948853,NA,NA,NA,7.40298004150391,NA,-0.751007556915283,NA,NA,3.99820637702942,NA,NA,NA,1.06761531829834,NA,-0.19418041780591,NA,NA,1.28537090867758,NA,NA,NA,-0.184213444590569,NA,-2.15756019784345,NA,NA,16.0671363584697,NA,NA,NA,-3.68426889181137,NA,0.15384615,0.66666667,0.36363636,0,0.83333333,0.625,0.40909091,2,98.3093566894531,37.488956451416,1,0.5,106.984,1,0.5,"2021-08-20",0
