"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FA",2022-07-08,89.6,-1.25,6.15,"Judge, Aaron",592450,598265,"","ball",NA,NA,NA,NA,12,"Aaron Judge walks.   Jose Trevino to 3rd.    Marwin Gonzalez to 2nd.","R","R","R","BOS","NYY","B",NA,"",0,1,2022,-0.55,1.07,1.1,3.76,NA,624431,503556,2,9,"Top",NA,NA,NA,NA,543877,NA,NA,6.8907149274858,-130.408922308432,-2.16816882221925,-7.63587557441339,26.3275280095429,-19.7155774638071,3.99,2.05,NA,NA,NA,89,2356,5.8,663202,598265,543877,614173,596115,666915,593428,657077,680776,608701,54.67,NA,NA,NA,NA,NA,NA,NA,87,2,"Other",5,11,11,5,11,5,11,5,"Infield shift","Standard",201,0,0.037
"FA",2022-07-08,73.6,-1.67,6.14,"Judge, Aaron",592450,598265,"","swinging_strike",NA,NA,NA,NA,9,"Aaron Judge walks.   Jose Trevino to 3rd.    Marwin Gonzalez to 2nd.","R","R","R","BOS","NYY","S",NA,"",0,0,2022,-0.73,0.98,0.28,2.49,NA,624431,503556,2,9,"Top",NA,NA,NA,NA,543877,NA,NA,5.16524102865009,-107.034260074989,-1.68191724868719,-6.55045527203335,21.1989987663359,-24.6424522126255,3.95,1.89,NA,NA,NA,72.4,2008,5.7,663202,598265,543877,614173,596115,666915,593428,657077,680776,608701,54.77,NA,NA,NA,NA,NA,NA,NA,87,1,"Other",5,11,11,5,11,5,11,5,"Standard","Standard",203,0,-0.061
"SL",2022-07-08,79.9,-1.68,6.19,"Judge, Aaron",592450,593140,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","S",2,"",3,2,2022,0.42,0.19,-0.1,1.54,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,2.72850000777914,-116.316276341668,-3.94670265248814,3.30765869458458,20.8853360127061,-29.9721346144817,3.95,1.89,NA,NA,NA,81,2119,6.9,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.6,NA,NA,0,1,0,0,NA,31,9,"Slider",2,7,7,2,7,2,7,2,"Standard","Standard",92,0.006,-0.256
"FF",2022-07-08,93.7,-1.32,6.37,"Judge, Aaron",592450,593140,"","foul",NA,NA,NA,NA,6,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","S",NA,"",3,2,2022,-0.27,1.48,0.34,2.59,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,4.92796905153372,-136.31527158709,-7.37951016985617,-4.36940589013673,28.5948635499568,-12.2499722940148,3.95,1.89,88,78.6,5,94.5,1962,6.6,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.86,NA,NA,NA,NA,NA,NA,NA,31,8,"4-Seam Fastball",2,7,7,2,7,2,7,2,"Standard","Standard",198,0,0
"FF",2022-07-08,91.2,-1.38,6.35,"Judge, Aaron",592450,593140,"","foul",NA,NA,NA,NA,6,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","S",NA,"",3,2,2022,-0.29,1.48,0.41,3.05,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,5.18810968363449,-132.733700636678,-5.67161088513929,-4.53371620951329,26.6033815344789,-13.6205985442425,3.95,1.89,186,87.1,65,92.2,1981,6.7,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.76,NA,NA,NA,NA,NA,NA,NA,31,7,"4-Seam Fastball",2,7,7,2,7,2,7,2,"Standard","Standard",199,0,0
"SL",2022-07-08,81.6,-1.62,6.29,"Judge, Aaron",592450,593140,"","foul",NA,NA,NA,NA,5,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","S",NA,"",3,2,2022,0.26,0.67,0.09,2.84,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,3.35780070493037,-118.887400397077,-2.52859714507888,1.8670762606251,21.9127662948625,-25.5247019244424,3.95,1.89,14,43.9,-9,82.2,2160,6.5,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.96,NA,NA,NA,NA,NA,NA,NA,31,6,"Slider",2,7,7,2,7,2,7,2,"Standard","Standard",103,0,0
"FF",2022-07-08,93.8,-2.67,5.69,"Judge, Aaron",592450,657756,"field_out","hit_into_play",NA,NA,NA,NA,8,"Aaron Judge grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.   DJ LeMahieu to 2nd.","R","R","R","BOS","NYY","X",5,"ground_ball",3,0,2022,-1.06,1.22,-0.11,2.49,NA,NA,518934,0,1,"Top",99.34,171.46,NA,NA,543877,NA,NA,8.91037172820643,-136.113286417712,-5.12681721543979,-15.1855496394535,32.9515388800049,-16.1143899982804,3.95,1.89,19,96,-6,92.8,2120,6.1,663202,657756,543877,666915,596115,646240,593428,657077,608701,624414,54.42,0.237,0.213,0,1,0,0,2,2,4,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shade","Standard",220,0.017,-0.855
"SL",2022-07-08,82.2,-1.72,6.23,"Judge, Aaron",592450,593140,"","swinging_strike",NA,NA,NA,NA,9,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","S",NA,"",3,1,2022,0.52,0.36,0.57,1.79,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,4.19932721587765,-119.688690593217,-4.31526936460923,4.31114403943518,21.2780403434465,-28.0920917027651,3.95,1.89,NA,NA,NA,82.9,2233,6.5,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.97,NA,NA,NA,NA,NA,NA,NA,31,5,"Slider",2,7,7,2,7,2,7,2,"Standard","Standard",115,0,-0.049
"FF",2022-07-08,92,-1.35,6.39,"Judge, Aaron",592450,593140,"","ball",NA,NA,NA,NA,12,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","B",NA,"",2,1,2022,-0.09,1.56,1.53,3.98,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,7.55450789930048,-133.784366897011,-3.64637182298842,-2.73986014073738,29.156638219093,-12.8577969792831,4.05,2.02,NA,NA,NA,92.6,2076,6.7,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.82,NA,NA,NA,NA,NA,NA,NA,31,4,"4-Seam Fastball",2,7,7,2,7,2,7,2,"Standard","Standard",195,0,0.068
"SL",2022-07-08,86.8,-2.87,5.31,"Judge, Aaron",592450,657756,"","blocked_ball",NA,NA,NA,NA,13,"Aaron Judge grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.   DJ LeMahieu to 2nd.","R","R","R","BOS","NYY","B",NA,"",2,0,2022,-0.02,0.6,0,0.76,NA,NA,518934,0,1,"Top",NA,NA,NA,NA,543877,NA,NA,6.81312113931953,-126.312765221587,-5.93487498904711,-1.47457680516383,23.1667628997361,-24.7420905442657,3.87,2.04,NA,NA,NA,86.1,2435,5.6,663202,657756,543877,666915,596115,646240,593428,657077,608701,624414,54.85,NA,NA,NA,NA,NA,NA,NA,2,3,"Slider",0,0,0,0,0,0,0,0,"Infield shade","Standard",198,0,0.178
"CH",2022-07-08,81.1,-2.86,5.3,"Judge, Aaron",592450,657756,"","blocked_ball",NA,NA,NA,NA,14,"Aaron Judge grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.   DJ LeMahieu to 2nd.","R","R","R","BOS","NYY","B",NA,"",1,0,2022,-1.12,-0.45,0.91,0.7,NA,NA,518934,0,1,"Top",NA,NA,NA,NA,543877,NA,NA,10.496775129308,-117.700900001414,-2.79288360311611,-12.3105311339285,20.7833799821434,-36.0369155774688,3.87,1.98,NA,NA,NA,80.9,2062,6.2,663202,657756,543877,666915,596115,646240,593428,657077,608701,624414,54.33,NA,NA,NA,NA,NA,NA,NA,2,2,"Changeup",0,0,0,0,0,0,0,0,"Infield shade","Standard",289,0,0.108
"FF",2022-07-08,93.6,-1.41,6.29,"Judge, Aaron",592450,593140,"","blocked_ball",NA,NA,NA,NA,14,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","B",NA,"",1,1,2022,-0.11,1.49,1.12,0.79,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,6.85192762591564,-135.705482348742,-11.8127774415388,-2.89609603318649,29.8546762757866,-11.3682832604838,4.02,2.05,NA,NA,NA,94.5,2190,7,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.49,NA,NA,NA,NA,NA,NA,NA,31,3,"4-Seam Fastball",2,7,7,2,7,2,7,2,"Standard","Standard",192,0,0.029
"FF",2022-07-08,93.6,-2.6,5.67,"Judge, Aaron",592450,657756,"","ball",NA,NA,NA,NA,12,"Aaron Judge grounds out, third baseman Rafael Devers to first baseman Bobby Dalbec.   DJ LeMahieu to 2nd.","R","R","R","BOS","NYY","B",NA,"",0,0,2022,-1.04,1.37,1.15,3.05,NA,NA,518934,0,1,"Top",NA,NA,NA,NA,543877,NA,NA,11.8584637166585,-135.846163596386,-4.00410811350961,-15.3956364595667,29.0583543074941,-14.4465612523417,3.99,2.04,NA,NA,NA,92.9,2187,6,663202,657756,543877,666915,596115,646240,593428,657077,608701,624414,54.52,NA,NA,NA,NA,NA,NA,NA,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard",218,0,0.059
"SL",2022-07-08,80.7,-1.82,6.2,"Judge, Aaron",592450,593140,"","ball",NA,NA,NA,NA,14,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","B",NA,"",0,1,2022,0.6,0.48,1.1,2.11,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,5.39426054887424,-117.376891503026,-3.38526757619136,4.50970195272575,21.9571567473787,-27.2801815631307,4.02,2.05,NA,NA,NA,81.4,2185,6.8,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.71,NA,NA,NA,NA,NA,NA,NA,31,2,"Slider",2,7,7,2,7,2,7,2,"Standard","Standard",66,0,0.026
"SL",2022-07-08,80.5,-1.74,6.23,"Judge, Aaron",592450,593140,"","called_strike",NA,NA,NA,NA,5,"Aaron Judge strikes out swinging.","R","R","R","BOS","NYY","S",NA,"",0,0,2022,0.65,0.59,0.11,2.9,NA,NA,518934,2,3,"Top",NA,NA,NA,NA,543877,NA,NA,2.90642393092077,-117.257261417778,-1.83976492364624,5.38786961712409,22.707420007806,-26.5767179383308,3.99,2.05,NA,NA,NA,81.5,2097,7,663202,593140,543877,666915,596115,646240,593428,657077,608701,624414,53.52,NA,NA,NA,NA,NA,NA,NA,31,1,"Slider",2,7,7,2,7,2,7,2,"Standard","Standard",102,0,-0.035
"SI",2022-07-06,95.4,-1.95,6.01,"Judge, Aaron",592450,656605,"double","hit_into_play",NA,NA,NA,NA,4,"Aaron Judge doubles (13) on a sharp fly ball to right fielder Ben Gamel.  DJ LeMahieu out at home on the throw, right fielder Ben Gamel to second baseman Josh VanMeter to catcher Michael Perez.","R","R","R","PIT","NYY","X",9,"fly_ball",0,0,2022,-1.1,1.13,-0.64,2.66,NA,NA,518934,1,5,"Top",164.12,48.64,NA,NA,605421,NA,NA,5.91312891506807,-138.914789456342,-5.82122938186655,-15.5269728446131,27.5039706759313,-16.3835168991189,3.95,1.87,383,102.5,31,96.1,2347,6.4,662328,656605,605421,660294,642165,663647,665833,669261,668804,592325,54.11,0.643,1.272,1.25,1,1,1,6,34,1,"Sinker",0,2,2,0,2,0,2,0,"Standard","Standard",217,0.012,0.906
"SI",2022-07-06,96,-1.94,6,"Judge, Aaron",592450,656605,"single","hit_into_play",NA,NA,NA,NA,13,"Aaron Judge singles on a ground ball to right fielder Ben Gamel.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","X",9,"ground_ball",0,1,2022,-1.16,1.09,-0.94,2.65,NA,NA,518934,1,3,"Top",169.72,115.05,NA,NA,605421,NA,NA,5.29342017544749,-139.744985745568,-5.82355430710017,-16.3912079133129,27.5359723978056,-16.7469966990167,3.95,1.87,65,83.4,2,96.9,2342,6.5,662328,656605,605421,660294,642165,663647,665833,669261,668804,592325,53.99,0.229,0.206,0.9,1,1,0,2,19,2,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",215,-0.04,0.531
"ST",2022-07-06,84.6,-1.92,5.98,"Judge, Aaron",592450,656605,"","swinging_strike",NA,NA,NA,NA,6,"Aaron Judge singles on a ground ball to right fielder Ben Gamel.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","S",NA,"",0,0,2022,1.31,0.2,0.32,2.96,NA,NA,518934,1,3,"Top",NA,NA,NA,NA,605421,NA,NA,2.63176793318039,-123.399688390891,-1.17243107747538,13.0385790842981,21.8819408277652,-30.1397074859991,3.95,1.87,NA,NA,NA,85.5,2739,6.5,662328,656605,605421,660294,642165,663647,665833,669261,668804,592325,54.02,NA,NA,NA,NA,NA,NA,NA,19,1,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",52,0,-0.048
"SI",2022-07-06,93.7,1.76,5.58,"Judge, Aaron",592450,544365,"home_run","hit_into_play",NA,NA,NA,NA,4,"Aaron Judge hits a grand slam (30) to left field.   Isiah Kiner-Falefa scores.    Kyle Higashioka scores.    DJ LeMahieu scores.","R","R","L","PIT","NYY","X",NA,"fly_ball",0,1,2022,1.27,0.76,-0.47,2.6,643396,543309,518934,1,8,"Top",30.41,57.98,NA,NA,605421,NA,NA,-8.60603652785496,-136.316310260175,-3.68927280670676,17.7164453597202,27.708348272984,-22.0422545218632,3.95,1.87,419,114.7,24,94.4,1765,6.5,662328,544365,605421,660294,642165,663647,665833,669261,668804,592325,53.97,0.98,1.951,2,1,0,3,6,63,2,"Sinker",0,5,5,0,9,0,9,0,"Standard","Standard",137,-0.008,2.772
"SI",2022-07-06,93.9,1.88,5.57,"Judge, Aaron",592450,544365,"","swinging_strike",NA,NA,NA,NA,14,"Aaron Judge hits a grand slam (30) to left field.   Isiah Kiner-Falefa scores.    Kyle Higashioka scores.    DJ LeMahieu scores.","R","R","L","PIT","NYY","S",NA,"",0,0,2022,1.32,0.68,1.05,1.96,643396,543309,518934,1,8,"Top",NA,NA,NA,NA,605421,NA,NA,-5.07277737375026,-136.636110175246,-5.14491961582504,17.6855498676733,29.5608300301819,-22.7395881464658,3.95,1.87,NA,NA,NA,94.1,1771,6.4,662328,544365,605421,660294,642165,663647,665833,669261,668804,592325,54.14,NA,NA,NA,NA,NA,NA,NA,63,1,"Sinker",0,5,5,0,5,0,5,0,"Standard","Standard",135,0,-0.073
"SI",2022-07-06,96.7,-1.61,5.4,"Judge, Aaron",592450,595881,"walk","ball",NA,NA,NA,NA,13,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",NA,"",3,1,2022,-1.34,0.92,-0.59,1.6,NA,NA,518934,0,7,"Top",NA,NA,NA,NA,605421,NA,NA,5.8082119040839,-140.669101647237,-6.77666858177502,-19.1311067811273,29.4770831351896,-18.6070460142656,3.93,1.87,NA,NA,NA,97.7,2173,6.7,662328,595881,605421,660294,642165,663647,665833,669261,668804,592325,53.8,NA,NA,0.7,1,0,0,NA,51,5,"Sinker",0,5,5,0,5,0,5,0,"Standard","Standard",225,-0.005,0.345
"SL",2022-07-06,87.9,-1.52,5.42,"Judge, Aaron",592450,595881,"","ball",NA,NA,NA,NA,14,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",NA,"",2,1,2022,0.22,0.13,1.18,1.61,NA,NA,518934,0,7,"Top",NA,NA,NA,NA,605421,NA,NA,6.09408555861772,-127.963506110621,-3.43353274043784,1.2712225533458,25.0125610895492,-30.212574796788,3.93,1.87,NA,NA,NA,88.4,2033,6.5,662328,595881,605421,660294,642165,663647,665833,669261,668804,592325,54.02,NA,NA,NA,NA,NA,NA,NA,51,4,"Slider",0,5,5,0,5,0,5,0,"Standard","Standard",100,0,0.174
"SL",2022-07-06,86.7,-1.51,5.41,"Judge, Aaron",592450,595881,"","ball",NA,NA,NA,NA,14,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",NA,"",1,1,2022,0.1,0.16,1.02,1.75,NA,NA,518934,0,7,"Top",NA,NA,NA,NA,605421,NA,NA,5.86526528709544,-126.248271840224,-2.97296478411446,0.065083079774095,22.146113191585,-30.1328003420014,3.93,1.72,NA,NA,NA,87.6,2083,6.5,662328,595881,605421,660294,642165,663647,665833,669261,668804,592325,54.01,NA,NA,NA,NA,NA,NA,NA,51,3,"Slider",0,5,5,0,5,0,5,0,"Standard","Standard",143,0,0.096
"FF",2022-07-06,95.5,-1.62,5.5,"Judge, Aaron",592450,595881,"","foul",NA,NA,NA,NA,4,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","S",NA,"",1,0,2022,-1.04,1.1,-0.63,2.82,NA,NA,518934,0,7,"Top",NA,NA,NA,NA,605421,NA,NA,4.96706742023213,-139.006845169093,-3.94142025623877,-14.6343777125998,28.7146931018439,-17.2227239929228,3.95,1.87,215,74,43,96.3,2028,6.5,662328,595881,605421,660294,642165,663647,665833,669261,668804,592325,53.97,NA,NA,NA,NA,NA,NA,NA,51,2,"4-Seam Fastball",0,5,5,0,5,0,5,0,"Standard","Standard",220,0,-0.074
"SL",2022-07-06,87.6,-1.47,5.45,"Judge, Aaron",592450,595881,"","ball",NA,NA,NA,NA,14,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",NA,"",0,0,2022,0.08,0.04,0.99,1.76,NA,NA,518934,0,7,"Top",NA,NA,NA,NA,605421,NA,NA,5.79785089260672,-127.55570650361,-2.90591266266046,-0.232938336243625,24.5983269694164,-31.3770262763118,3.86,1.87,NA,NA,NA,88.4,2051,6.6,662328,595881,605421,660294,642165,663647,665833,669261,668804,592325,53.89,NA,NA,NA,NA,NA,NA,NA,51,1,"Slider",0,5,5,0,5,0,5,0,"Standard","Standard",61,0,0.059
"ST",2022-07-06,85.1,-1.93,5.86,"Judge, Aaron",592450,656605,"strikeout","called_strike",NA,NA,NA,NA,9,"Aaron Judge called out on strikes.","R","R","R","PIT","NYY","S",2,"",0,2,2022,1.09,-0.18,0.57,2.04,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,605421,NA,NA,3.69975874185491,-123.950879305946,-2.31228177709547,10.507101715989,24.4583022831619,-33.8246620923293,3.88,1.84,NA,NA,NA,85.5,2753,6.5,662328,656605,605421,660294,642165,663647,665833,669261,668804,592325,54.04,NA,NA,0,1,0,0,NA,2,3,"Sweeper",0,0,0,0,0,0,0,0,"Standard","Standard",61,0.015,-0.1
"SI",2022-07-06,95.7,-1.89,5.92,"Judge, Aaron",592450,656605,"","called_strike",NA,NA,NA,NA,7,"Aaron Judge called out on strikes.","R","R","R","PIT","NYY","S",NA,"",0,1,2022,-1.19,1.09,-0.42,2.42,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,605421,NA,NA,6.57768222450933,-139.182250755628,-6.09389945074091,-16.9576326122791,29.6374641321566,-16.8470624017614,3.9,1.87,NA,NA,NA,96.2,2417,6.5,662328,656605,605421,660294,642165,663647,665833,669261,668804,592325,54.04,NA,NA,NA,NA,NA,NA,NA,2,2,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",211,0,-0.031
"SI",2022-07-06,94.7,-1.91,5.92,"Judge, Aaron",592450,656605,"","foul",NA,NA,NA,NA,13,"Aaron Judge called out on strikes.","R","R","R","PIT","NYY","S",NA,"",0,0,2022,-1.33,0.84,-0.89,2.4,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,605421,NA,NA,5.63716742562438,-137.851102929523,-5.45853298209121,-18.166828375708,28.2060064888254,-20.4548760877948,3.95,1.87,3,71.8,-40,95.3,2317,6.5,662328,656605,605421,660294,642165,663647,665833,669261,668804,592325,54.05,NA,NA,NA,NA,NA,NA,NA,2,1,"Sinker",0,0,0,0,0,0,0,0,"Infield shift","Standard",218,0,-0.024
"CH",2022-07-05,85.9,2.12,5.74,"Judge, Aaron",592450,500779,"single","hit_into_play",NA,NA,NA,NA,8,"Aaron Judge singles on a ground ball to left fielder Jack Suwinski.   Isiah Kiner-Falefa scores.","R","R","L","PIT","NYY","X",7,"ground_ball",0,0,2022,1,0.83,0.24,2.3,643396,NA,NA,2,5,"Top",60.5,131.8,NA,NA,605421,NA,NA,-6.50917620447996,-124.88158433908,-3.57330121757912,11.8283097125086,25.4121496814454,-22.9660665101142,3.95,1.86,31,78.7,-2,85.9,1392,6.4,662329,500779,605421,660294,642165,663647,665833,669261,668804,592325,54.12,0.146,0.132,0.9,1,1,0,2,37,1,"Changeup",4,0,0,4,1,4,1,4,"Standard","Standard",132,-0.046,0.842
"CU",2022-07-05,77.7,2.16,5.76,"Judge, Aaron",592450,500779,"field_out","hit_into_play",NA,NA,NA,NA,8,"Aaron Judge lines out sharply to left fielder Jack Suwinski.","R","R","L","PIT","NYY","X",7,"line_drive",3,1,2022,-0.51,-0.56,0.11,1.85,NA,NA,518934,1,3,"Top",73.15,75.73,NA,NA,605421,NA,NA,-3.48125338074794,-113.176433950222,-0.492280491691786,-3.74113313286581,19.9100107432001,-37.0875051753294,3.95,1.86,331,102.3,22,77.8,2300,6.3,662329,500779,605421,660294,642165,663647,665833,669261,668804,592325,54.25,0.571,0.8,0,1,0,0,6,18,5,"Curveball",1,0,0,1,0,1,0,1,"Standard","Standard",309,0.033,-0.459
"CU",2022-07-05,77.4,2.26,5.66,"Judge, Aaron",592450,500779,"","ball",NA,NA,NA,NA,14,"Aaron Judge lines out sharply to left fielder Jack Suwinski.","R","R","L","PIT","NYY","B",NA,"",2,1,2022,-0.63,-0.6,1.67,2.19,NA,NA,518934,1,3,"Top",NA,NA,NA,NA,605421,NA,NA,-0.089541279209348,-112.728838854037,0.59111507059728,-5.41253020963047,19.5502007038214,-37.5845602761893,3.97,1.83,NA,NA,NA,77.5,2294,6.2,662329,500779,605421,660294,642165,663647,665833,669261,668804,592325,54.3,NA,NA,NA,NA,NA,NA,NA,18,4,"Curveball",1,0,0,1,0,1,0,1,"Standard","Standard",301,0,0.102
"CU",2022-07-05,77.5,2.1,5.76,"Judge, Aaron",592450,500779,"","blocked_ball",NA,NA,NA,NA,14,"Aaron Judge lines out sharply to left fielder Jack Suwinski.","R","R","L","PIT","NYY","B",NA,"",1,1,2022,-0.51,-0.61,0.05,0.9,NA,NA,518934,1,3,"Top",NA,NA,NA,NA,605421,NA,NA,-3.45670531247778,-112.91238713272,-2.35961234639122,-3.73989533297669,20.8882428653182,-37.1459508549189,3.95,1.89,NA,NA,NA,77.6,2213,6.3,662329,500779,605421,660294,642165,663647,665833,669261,668804,592325,54.17,NA,NA,NA,NA,NA,NA,NA,18,3,"Curveball",1,0,0,1,0,1,0,1,"Standard","Standard",308,0,0.073
"CH",2022-07-05,87,2.34,5.68,"Judge, Aaron",592450,500779,"","ball",NA,NA,NA,NA,14,"Aaron Judge lines out sharply to left fielder Jack Suwinski.","R","R","L","PIT","NYY","B",NA,"",0,1,2022,1.11,0.65,1.45,1.45,NA,NA,518934,1,3,"Top",NA,NA,NA,NA,605421,NA,NA,-4.42180979123851,-126.596786680411,-5.35102099857046,12.8208191770311,24.6956061851524,-24.3431735929343,3.95,1.82,NA,NA,NA,87.3,1343,6.4,662329,500779,605421,660294,642165,663647,665833,669261,668804,592325,54.11,NA,NA,NA,NA,NA,NA,NA,18,2,"Changeup",1,0,0,1,0,1,0,1,"Standard","Standard",135,0,0.031
"FF",2022-07-05,90.7,2.18,5.72,"Judge, Aaron",592450,500779,"","foul",NA,NA,NA,NA,4,"Aaron Judge lines out sharply to left fielder Jack Suwinski.","R","R","L","PIT","NYY","S",NA,"",0,0,2022,0.18,1.23,-0.33,2.78,NA,NA,518934,1,3,"Top",NA,NA,NA,NA,605421,NA,NA,-6.69413948667452,-131.963684176204,-4.10063767626258,3.50081808023679,26.5107244042261,-17.0768961478725,3.95,1.86,191,70,50,91.2,2102,6.5,662329,500779,605421,660294,642165,663647,665833,669261,668804,592325,54.04,NA,NA,NA,NA,NA,NA,NA,18,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",164,0,-0.048
"SI",2022-07-05,97.3,-1.89,6.16,"Judge, Aaron",592450,640444,"grounded_into_double_play","hit_into_play",NA,NA,NA,NA,4,"Aaron Judge grounds into a double play, second baseman Josh VanMeter to shortstop Oneil Cruz to first baseman Yoshi Tsutsugo.   DJ LeMahieu out at 2nd.    Aaron Judge out at 1st.","R","R","R","PIT","NYY","X",4,"ground_ball",2,2,2022,-1.05,1.16,-0.56,2.61,NA,643396,518934,1,7,"Top",139.77,148.13,NA,NA,605421,NA,NA,6.00995877414582,-141.498842560117,-6.67712481472609,-15.4416471714839,32.8727135222977,-15.2765290412701,3.95,1.86,14,89.8,-9,97.5,2256,6.5,662329,640444,605421,660294,642165,663647,665833,669261,668804,592325,54,0.163,0.153,0,1,0,0,2,55,6,"Sinker",5,1,1,5,1,5,1,5,"Standard","Standard",198,0.057,-0.53
"CH",2022-07-05,89.1,-2.37,5.76,"Judge, Aaron",592450,640444,"","ball",NA,NA,NA,NA,13,"Aaron Judge grounds into a double play, second baseman Josh VanMeter to shortstop Oneil Cruz to first baseman Yoshi Tsutsugo.   DJ LeMahieu out at 2nd.    Aaron Judge out at 1st.","R","R","R","PIT","NYY","B",NA,"",1,2,2022,-1.08,0.1,-0.94,0.79,NA,643396,518934,1,7,"Top",NA,NA,NA,NA,605421,NA,NA,5.78449232916866,-129.464087431208,-6.36356665332689,-13.3941218557538,28.8854286151883,-29.8459625498885,4.08,2,NA,NA,NA,89.1,1668,6.5,662329,640444,605421,660294,642165,663647,665833,669261,668804,592325,53.95,NA,NA,NA,NA,NA,NA,NA,55,5,"Changeup",5,1,1,5,1,5,1,5,"Standard","Standard",223,0,0.06
"SL",2022-07-05,90.1,-2.1,5.96,"Judge, Aaron",592450,640444,"","foul",NA,NA,NA,NA,9,"Aaron Judge grounds into a double play, second baseman Josh VanMeter to shortstop Oneil Cruz to first baseman Yoshi Tsutsugo.   DJ LeMahieu out at 2nd.    Aaron Judge out at 1st.","R","R","R","PIT","NYY","S",NA,"",1,2,2022,0.47,0.16,0.54,2.22,NA,643396,518934,1,7,"Top",NA,NA,NA,NA,605421,NA,NA,5.58997708374806,-131.328005837063,-3.81139222374288,4.54305492238961,23.4632463542504,-29.7822544036063,3.95,1.86,288,98.9,17,91.2,2851,6.5,662329,640444,605421,660294,642165,663647,665833,669261,668804,592325,53.99,NA,NA,NA,NA,NA,NA,NA,55,4,"Slider",5,1,1,5,1,5,1,5,"Standard","Standard",114,0,0
