"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher_1","fielder_2_1","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF",2022-06-19,98,-1.16,6.28,"Judge, Aaron",592450,605447,"strikeout","swinging_strike",NA,NA,NA,NA,12,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",2,"",1,2,2022,-0.36,1.89,0.32,4.13,NA,503556,624431,2,8,"Top",NA,NA,NA,NA,672386,NA,NA,4.9260019952948,-142.624908332321,-4.75838749171327,-6.02834833949917,34.3954339125507,-5.57864383687721,3.95,1.82,NA,NA,NA,99.8,2474,7.4,661741,605447,672386,665489,669289,656305,666182,666971,543807,606132,53.12,NA,NA,0,1,0,0,NA,74,4,"4-Seam Fastball",10,9,9,10,9,10,9,10,"Infield shift","Strategic",196,0.105,-0.319
"SL",2022-06-19,85.5,1.2,5.7,"Judge, Aaron",592450,579328,"","swinging_strike",NA,NA,NA,NA,13,"Aaron Judge walks.","R","R","L","TOR","NYY","S",NA,"",2,1,2022,-0.09,0.3,-0.22,1.29,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,672386,NA,NA,-3.19101657437512,-124.240369415708,-4.60890135107227,-0.130014562467453,30.073608197494,-28.2553483431566,3.95,1.82,NA,NA,NA,85.5,2290,6.8,661741,579328,672386,665489,669289,656305,666182,666971,543807,606132,53.67,NA,NA,NA,NA,NA,NA,NA,2,4,"Slider",0,0,0,0,0,0,0,0,"Infield shift","Standard",279,0,-0.046
"FF",2022-06-19,97.4,-1.57,6.3,"Judge, Aaron",592450,605447,"","called_strike",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",1,1,2022,-0.67,1.61,-0.93,2.17,NA,503556,624431,2,8,"Top",NA,NA,NA,NA,672386,NA,NA,3.31711993959064,-141.487924313795,-9.39363187058691,-9.69995384793047,33.2804765391065,-8.5316989433253,3.99,1.92,NA,NA,NA,98.8,2350,7.3,661741,605447,672386,665489,669289,656305,666182,666971,543807,606132,53.25,NA,NA,NA,NA,NA,NA,NA,74,3,"4-Seam Fastball",10,9,9,10,9,10,9,10,"Infield shift","Strategic",203,0,-0.102
"FF",2022-06-19,93.5,1.15,5.77,"Judge, Aaron",592450,579328,"","ball",NA,NA,NA,NA,14,"Aaron Judge walks.","R","R","L","TOR","NYY","B",NA,"",1,1,2022,1.31,1.56,0.78,1.25,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,672386,NA,NA,-3.88655255674912,-135.776013481982,-9.27668091362375,17.0264752017416,34.867006231103,-10.9428015876154,3.95,1.76,NA,NA,NA,93.3,2267,6.7,661741,579328,672386,665489,669289,656305,666182,666971,543807,606132,53.84,NA,NA,NA,NA,NA,NA,NA,2,3,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Standard",137,0,0.033
"FF",2022-06-19,96.3,-1.69,6.02,"Judge, Aaron",592450,605447,"","foul",NA,NA,NA,NA,5,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",1,0,2022,-0.61,1.7,-0.04,2.62,NA,503556,624431,2,8,"Top",NA,NA,NA,NA,672386,NA,NA,5.87251082088652,-139.868048428811,-7.32712382102891,-9.46908710908438,37.8621395464797,-8.4121414846034,3.95,1.82,240,74,37,97.1,2387,7.3,661741,605447,672386,665489,669289,656305,666182,666971,543807,606132,53.17,NA,NA,NA,NA,NA,NA,NA,74,2,"4-Seam Fastball",10,9,9,10,9,10,9,10,"Infield shift","Standard",204,0,-0.078
"SL",2022-06-19,88.5,-2.15,5.9,"Judge, Aaron",592450,605447,"","ball",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","B",NA,"",0,0,2022,0,0.3,-2,2.31,NA,503556,624431,2,8,"Top",NA,NA,NA,NA,672386,NA,NA,0.372219999618965,-128.740859733085,-3.20223987963459,-0.115180055887814,34.0702264274092,-28.3497794080663,3.95,1.82,NA,NA,NA,88.8,1936,7.1,661741,605447,672386,665489,669289,656305,666182,666971,543807,606132,53.37,NA,NA,NA,NA,NA,NA,NA,74,1,"Slider",10,9,9,10,9,10,9,10,"Infield shift","Standard",128,0,0.054
"CH",2022-06-19,88.8,1.17,5.72,"Judge, Aaron",592450,579328,"","ball",NA,NA,NA,NA,14,"Aaron Judge walks.","R","R","L","TOR","NYY","B",NA,"",0,1,2022,1.24,0.82,0.31,0.6,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,672386,NA,NA,-4.73577695099552,-128.966894818594,-8.18472172875488,14.8423273021936,29.2806946872456,-21.4427419228496,3.95,1.76,NA,NA,NA,89.1,1667,6.8,661741,579328,672386,665489,669289,656305,666182,666971,543807,606132,53.73,NA,NA,NA,NA,NA,NA,NA,2,2,"Changeup",0,0,0,0,0,0,0,0,"Infield shift","Standard",145,0,0.016
"FF",2022-06-19,94,1.2,5.79,"Judge, Aaron",592450,579328,"","foul",NA,NA,NA,NA,14,"Aaron Judge walks.","R","R","L","TOR","NYY","S",NA,"",0,0,2022,1.36,1.49,0.96,2.77,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,672386,NA,NA,-3.66077195458743,-136.732187663176,-5.36203956310102,17.7793010607741,34.4947274646265,-12.5706731429487,3.95,1.82,188,74.5,20,94,2277,6.7,661741,579328,672386,665489,669289,656305,666182,666971,543807,606132,53.84,NA,NA,NA,NA,NA,NA,NA,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Infield shift","Strategic",146,0,-0.024
"SI",2022-06-18,94.9,-2.16,5.78,"Judge, Aaron",592450,666201,"field_out","hit_into_play",NA,NA,NA,NA,5,"Aaron Judge grounds out, shortstop Bo Bichette to first baseman Cavan Biggio.","R","R","R","TOR","NYY","X",6,"ground_ball",2,2,2022,-1.41,0.97,-0.06,3.16,NA,NA,NA,1,5,"Top",104.27,154.79,NA,NA,672386,NA,NA,8.71353192295221,-137.762121694856,-3.24456991456168,-20.0062636269544,37.8221793149087,-19.3576336684113,3.96,1.85,11,83.8,-15,94.4,2356,6.7,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,53.85,0.111,0.108,0,1,0,0,2,34,5,"Sinker",0,3,3,0,3,0,3,0,"Strategic","Standard",205,0.009,-0.134
"SI",2022-06-18,92.3,-2.06,5.76,"Judge, Aaron",592450,666201,"","foul",NA,NA,NA,NA,4,"Aaron Judge grounds out, shortstop Bo Bichette to first baseman Cavan Biggio.","R","R","R","TOR","NYY","S",NA,"",2,1,2022,-1.48,0.97,-0.78,2.53,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,672386,NA,NA,6.52412235740589,-134.050626084153,-4.37233126479972,-19.2154526703526,36.9969314851452,-19.7459898961334,3.96,1.85,NA,NA,NA,91.8,2213,6.7,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,53.76,NA,NA,NA,NA,NA,NA,NA,34,4,"Sinker",0,3,3,0,3,0,3,0,"Strategic","Standard",212,0,-0.046
"SL",2022-06-18,79,-2.34,5.68,"Judge, Aaron",592450,666201,"","ball",NA,NA,NA,NA,14,"Aaron Judge grounds out, shortstop Bo Bichette to first baseman Cavan Biggio.","R","R","R","TOR","NYY","B",NA,"",1,1,2022,1.71,0.02,1.02,2.19,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,672386,NA,NA,4.15554574287626,-114.880204908872,-0.668379593588221,13.922099524231,26.151025967895,-32.0870823917324,4.03,1.92,NA,NA,NA,78.7,2130,6.6,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,53.87,NA,NA,NA,NA,NA,NA,NA,34,3,"Slider",0,3,3,0,3,0,3,0,"Strategic","Standard",59,0,0.033
"SL",2022-06-18,79.8,-2.34,5.73,"Judge, Aaron",592450,666201,"","called_strike",NA,NA,NA,NA,5,"Aaron Judge grounds out, shortstop Bo Bichette to first baseman Cavan Biggio.","R","R","R","TOR","NYY","S",NA,"",1,0,2022,2.05,-0.1,-0.07,2.64,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,672386,NA,NA,1.12545687467114,-116.235023409271,0.182943766007877,18.1944392550669,24.4906846469156,-33.343999814335,4.05,1.92,NA,NA,NA,79.7,2238,6.5,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,54.02,NA,NA,NA,NA,NA,NA,NA,34,2,"Slider",0,3,3,0,3,0,3,0,"Strategic","Standard",74,0,-0.031
"FF",2022-06-18,93.2,-2.14,5.94,"Judge, Aaron",592450,666201,"","ball",NA,NA,NA,NA,12,"Aaron Judge grounds out, shortstop Bo Bichette to first baseman Cavan Biggio.","R","R","R","TOR","NYY","B",NA,"",0,0,2022,-0.15,1.5,1.03,3.75,NA,NA,NA,1,5,"Top",NA,NA,NA,NA,672386,NA,NA,8.50574987029893,-135.344873605372,-3.02948341314659,-4.07692588628549,35.9988435760607,-13.5135856852406,3.96,1.88,NA,NA,NA,92.8,2336,6.7,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,53.85,NA,NA,NA,NA,NA,NA,NA,34,1,"4-Seam Fastball",0,3,3,0,3,0,3,0,"Strategic","Standard",203,0,0.023
"SI",2022-06-18,93.2,-2.15,6.02,"Judge, Aaron",592450,666201,"field_out","hit_into_play",NA,NA,NA,NA,11,"Aaron Judge grounds out, third baseman Matt Chapman to first baseman Cavan Biggio.","R","R","R","TOR","NYY","X",5,"ground_ball",0,0,2022,-1.62,1.26,-1.22,3.52,NA,NA,NA,0,4,"Top",101.51,168.68,NA,NA,672386,NA,NA,6.00878124524359,-135.456837575934,-3.31173265957498,-21.2134536824628,35.8678526527207,-16.2656760516206,3.96,1.85,46,49.1,5,92.8,2188,6.6,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,53.88,0.146,0.131,0,1,0,0,1,22,1,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",206,0.027,-0.221
"ST",2022-06-18,83.6,-1.6,5.19,"Judge, Aaron",592450,663423,"field_out","hit_into_play",NA,NA,NA,NA,9,"Aaron Judge grounds out sharply, third baseman Matt Chapman to first baseman Cavan Biggio.","R","R","R","TOR","NYY","X",5,"ground_ball",2,2,2022,1.11,0.34,0.31,2.1,NA,NA,NA,2,9,"Top",101.85,169.95,NA,NA,672386,NA,NA,2.19479268377677,-121.788156075108,-1.35267417978324,10.5648525737372,25.3439601984142,-28.7405736998224,3.96,1.85,40,101.2,-1,83.2,2880,6.1,661748,663423,672386,624415,669289,656305,666182,606132,543807,606192,54.43,0.4,0.376,0,1,0,0,4,69,5,"Sweeper",0,4,4,0,4,0,4,0,"Infield shift","Standard",76,0.001,-0.083
"ST",2022-06-18,82.2,-1.62,5.23,"Judge, Aaron",592450,663423,"","foul",NA,NA,NA,NA,4,"Aaron Judge grounds out sharply, third baseman Matt Chapman to first baseman Cavan Biggio.","R","R","R","TOR","NYY","S",NA,"",2,1,2022,1.76,0.18,-0.58,2.84,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672386,NA,NA,-1.0484534753697,-119.496829333934,0.92240092385712,16.8001879147435,28.7244568829006,-30.9856510754608,3.96,1.85,147,62,58,80.5,2939,5.8,661748,663423,672386,624415,669289,656305,666182,606132,543807,606192,54.74,NA,NA,NA,NA,NA,NA,NA,69,4,"Sweeper",0,4,4,0,4,0,4,0,"Infield shift","Standard",52,0,-0.031
"SI",2022-06-18,92.5,-0.95,5.6,"Judge, Aaron",592450,663423,"","ball",NA,NA,NA,NA,13,"Aaron Judge grounds out sharply, third baseman Matt Chapman to first baseman Cavan Biggio.","R","R","R","TOR","NYY","B",NA,"",1,1,2022,-1.17,1.03,-1.15,2.19,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672386,NA,NA,2.062291824715,-134.590571783082,-5.05767740979779,-14.5791613947241,32.9888763000041,-18.7617265563879,3.96,1.88,NA,NA,NA,92,2312,6.3,661748,663423,672386,624415,669289,656305,666182,606132,543807,606192,54.24,NA,NA,NA,NA,NA,NA,NA,69,3,"Sinker",0,4,4,0,4,0,4,0,"Infield shift","Standard",195,0,0.021
"ST",2022-06-18,81.8,-1.47,5.31,"Judge, Aaron",592450,663423,"","called_strike",NA,NA,NA,NA,6,"Aaron Judge grounds out sharply, third baseman Matt Chapman to first baseman Cavan Biggio.","R","R","R","TOR","NYY","S",NA,"",1,0,2022,1.87,0.19,0.67,2.63,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672386,NA,NA,1.20142557351741,-118.967469406176,0.329667758721504,17.1445494400615,29.0563331725051,-30.7629699380649,3.96,1.83,NA,NA,NA,80.2,2883,5.9,661748,663423,672386,624415,669289,656305,666182,606132,543807,606192,54.64,NA,NA,NA,NA,NA,NA,NA,69,2,"Sweeper",0,4,4,0,4,0,4,0,"Infield shift","Standard",63,0,-0.021
"CU",2022-06-18,79.7,-0.73,5.82,"Judge, Aaron",592450,663423,"","ball",NA,NA,NA,NA,14,"Aaron Judge grounds out sharply, third baseman Matt Chapman to first baseman Cavan Biggio.","R","R","R","TOR","NYY","B",NA,"",0,0,2022,0.92,-1.69,0.85,0.82,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672386,NA,NA,1.74045181726487,-115.894689964602,-0.833727818512551,7.60447469461242,29.2647181225557,-47.0644454262488,3.87,1.78,NA,NA,NA,78.2,3154,6.1,661748,663423,672386,624415,669289,656305,666182,606132,543807,606192,54.44,NA,NA,NA,NA,NA,NA,NA,69,1,"Curveball",0,4,4,0,4,0,4,0,"Infield shift","Standard",34,0,0.015
"SI",2022-06-18,93.7,-2.26,6.19,"Judge, Aaron",592450,475479,"field_out","hit_into_play",NA,NA,NA,NA,11,"Aaron Judge grounds out, second baseman Santiago Espinal to first baseman Cavan Biggio.","R","R","R","TOR","NYY","X",4,"ground_ball",1,1,2022,-1.44,1.2,-0.88,3.2,NA,503556,NA,1,7,"Top",112.47,133.12,NA,NA,672386,NA,NA,6.58209101039155,-136.193223542926,-4.50574632865338,-19.3386463135835,32.4487504064526,-16.4634499733828,3.96,1.85,113,79.9,8,91.5,2301,5.2,661748,475479,672386,624415,669289,656305,666182,606132,543807,606192,55.3,0.36,0.334,0,1,0,0,4,52,3,"Sinker",0,4,4,0,4,0,4,0,"Infield shift","Standard",206,0.008,-0.305
"SI",2022-06-18,93.5,-2.35,6.09,"Judge, Aaron",592450,475479,"","called_strike",NA,NA,NA,NA,13,"Aaron Judge grounds out, second baseman Santiago Espinal to first baseman Cavan Biggio.","R","R","R","TOR","NYY","S",NA,"",1,0,2022,-1.39,1.18,-0.64,1.71,NA,503556,NA,1,7,"Top",NA,NA,NA,NA,672386,NA,NA,7.29847576038592,-135.706306510699,-7.88828026557879,-18.766075981749,34.0776306606387,-15.9641585843525,3.89,1.88,NA,NA,NA,91,2249,5.3,661748,475479,672386,624415,669289,656305,666182,606132,543807,606192,55.24,NA,NA,NA,NA,NA,NA,NA,52,2,"Sinker",0,4,4,0,4,0,4,0,"Infield shift","Standard",215,0,-0.042
"FC",2022-06-18,89.5,-2.5,6.12,"Judge, Aaron",592450,475479,"","ball",NA,NA,NA,NA,13,"Aaron Judge grounds out, second baseman Santiago Espinal to first baseman Cavan Biggio.","R","R","R","TOR","NYY","B",NA,"",0,0,2022,0.4,0.96,-0.8,1.39,NA,503556,NA,1,7,"Top",NA,NA,NA,NA,672386,NA,NA,3.28843213461572,-130.196934909005,-7.53103437695115,3.87035644165812,27.9681464861673,-19.8282660253862,3.91,1.99,NA,NA,NA,87.6,2465,5.2,661748,475479,672386,624415,669289,656305,666182,606132,543807,606192,55.31,NA,NA,NA,NA,NA,NA,NA,52,1,"Cutter",0,4,4,0,4,0,4,0,"Infield shift","Standard",195,0,0.028
"SI",2022-06-18,93.6,-2.27,6.04,"Judge, Aaron",592450,666201,"strikeout","swinging_strike",NA,NA,NA,NA,11,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",2,"",0,2,2022,-1.16,0.9,-1.99,3.11,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,672386,NA,NA,3.2997975553325,-136.138032217591,-3.69953028235855,-15.0827494121279,35.6513502869552,-20.4524990413852,3.96,1.85,NA,NA,NA,93.3,2297,6.6,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,53.94,NA,NA,0,1,0,0,NA,2,3,"Sinker",0,0,0,0,0,0,0,0,"Strategic","Standard",208,0.015,-0.1
"FF",2022-06-18,93.3,-2.31,6.11,"Judge, Aaron",592450,666201,"","foul",NA,NA,NA,NA,1,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",0,1,2022,-0.3,1.57,-0.47,3.66,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,672386,NA,NA,5.41773578842035,-135.598376343057,-3.86019056255055,-5.12442306502947,36.3900083019571,-12.3509334397716,3.96,1.85,224,74.7,27,92.5,2312,6.4,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,54.09,NA,NA,NA,NA,NA,NA,NA,2,2,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",210,0,-0.031
"FF",2022-06-18,94.3,-2.21,6.11,"Judge, Aaron",592450,666201,"","called_strike",NA,NA,NA,NA,9,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",0,0,2022,-0.44,1.5,0.35,2.07,NA,NA,NA,1,1,"Top",NA,NA,NA,NA,672386,NA,NA,7.61997721768082,-136.818194354398,-8.0370816547643,-7.41470037474283,36.0771105984996,-11.6692695337253,3.96,1.9,NA,NA,NA,93.6,2445,6.5,661748,666201,672386,624415,669289,656305,666182,606132,543807,606192,54.01,NA,NA,NA,NA,NA,NA,NA,2,1,"4-Seam Fastball",0,0,0,0,0,0,0,0,"Strategic","Standard",212,0,-0.024
"CH",2022-06-17,81.8,-1.05,7.04,"Judge, Aaron",592450,548389,"single","hit_into_play",NA,NA,NA,NA,4,"Aaron Judge singles on a sharp line drive to left fielder Lourdes Gurriel Jr.","R","R","R","TOR","NYY","X",7,"line_drive",0,0,2022,-1.06,0.73,-0.47,2.87,NA,NA,NA,1,3,"Top",42.57,79.87,NA,NA,672515,NA,NA,3.31785659943055,-118.995657097362,-4.15330278091467,-10.6791760941707,24.9394425568578,-24.6087132541363,3.95,1.84,291,113.2,16,80.8,1621,5.8,661742,548389,672515,665489,624415,656305,669289,666971,543807,606192,54.68,0.746,0.957,0.9,1,1,0,6,19,1,"Changeup",1,0,0,1,0,1,0,1,"Infield shift","Strategic",221,-0.029,0.262
"CH",2022-06-17,82.7,-2.73,5.05,"Judge, Aaron",592450,596271,"strikeout","swinging_strike",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",2,"",2,2,2022,-2.08,0.1,-1.24,2.08,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672515,NA,NA,7.41393264415352,-119.940270972084,-0.254677909413689,-21.4866663130028,29.4214244916799,-31.4152279331301,3.95,1.84,NA,NA,NA,81.2,1935,6.1,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.45,NA,NA,0,1,0,0,NA,79,7,"Changeup",3,12,12,3,12,3,12,3,"Infield shift","Standard",251,0,-0.083
"FF",2022-06-17,91,-2.38,5.11,"Judge, Aaron",592450,596271,"","ball",NA,NA,NA,NA,14,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","B",NA,"",1,2,2022,-1.22,1.06,1.01,1.37,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672515,NA,NA,11.041634861852,-131.813776764993,-5.60298319139811,-16.725849055975,32.5158978219954,-18.6991925059252,3.9,1.67,NA,NA,NA,89.7,2157,6.1,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.36,NA,NA,NA,NA,NA,NA,NA,79,6,"4-Seam Fastball",3,12,12,3,12,3,12,3,"Infield shift","Standard",235,0,0.014
"CH",2022-06-17,83.2,-2.61,5.05,"Judge, Aaron",592450,596271,"","foul",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",1,2,2022,-1.77,0.39,-0.39,1.46,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672515,NA,NA,8.53713128335067,-120.77370452403,-2.41260189713999,-19.0762469018807,26.6324407894164,-28.1192451113546,3.95,1.84,NA,NA,NA,82.4,1779,6.2,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.3,NA,NA,NA,NA,NA,NA,NA,79,5,"Changeup",3,12,12,3,12,3,12,3,"Infield shift","Standard",253,0,0
"SL",2022-06-17,80.5,-2.65,4.96,"Judge, Aaron",592450,596271,"","foul",NA,NA,NA,NA,4,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",1,2,2022,0.47,0.74,-0.29,2.7,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672515,NA,NA,4.31546851594588,-117.014336269796,0.463386422483556,3.15270391987362,28.656964564788,-25.9603810373569,3.95,1.84,251,111,16,79,2487,6,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.54,NA,NA,NA,NA,NA,NA,NA,79,4,"Slider",3,12,12,3,12,3,12,3,"Infield shift","Standard",96,0,0
"CH",2022-06-17,83.6,-2.74,5.13,"Judge, Aaron",592450,596271,"","ball",NA,NA,NA,NA,13,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","B",NA,"",0,2,2022,-1.83,0.5,-1.76,1.75,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672515,NA,NA,5.8363134943956,-121.461359000922,-2.22613951501228,-19.2017554065842,27.8669627442662,-26.9717358494033,3.94,1.72,NA,NA,NA,82.5,1839,6,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.45,NA,NA,NA,NA,NA,NA,NA,79,3,"Changeup",3,12,12,3,12,3,12,3,"Infield shift","Standard",247,0,0.011
"SI",2022-06-17,89.9,-2.6,5.18,"Judge, Aaron",592450,596271,"","foul",NA,NA,NA,NA,8,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",0,1,2022,-1.55,0.44,0.05,2.15,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672515,NA,NA,9.75988618866131,-130.466773005161,-2.35990271463067,-19.8628399325677,30.5355193182001,-26.8401201726891,3.95,1.84,249,96.4,19,88.6,2150,5.9,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.62,NA,NA,NA,NA,NA,NA,NA,79,2,"Sinker",3,12,12,3,12,3,12,3,"Infield shift","Standard",231,0,-0.023
"FF",2022-06-17,89.5,-2.85,5.21,"Judge, Aaron",592450,596271,"","called_strike",NA,NA,NA,NA,8,"Aaron Judge strikes out swinging.","R","R","R","TOR","NYY","S",NA,"",0,0,2022,-0.89,1.36,-0.24,2.31,NA,NA,NA,2,9,"Top",NA,NA,NA,NA,672515,NA,NA,8.24538451141209,-130.003200337537,-3.89927858604057,-11.9414266969423,31.2366773729761,-16.1959211686356,3.99,1.74,NA,NA,NA,88.3,2214,6,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.5,NA,NA,NA,NA,NA,NA,NA,79,1,"4-Seam Fastball",3,12,12,3,12,3,12,3,"Infield shift","Strategic",233,0,-0.017
"CH",2022-06-17,83.9,-2.87,5.11,"Judge, Aaron",592450,596271,"field_out","hit_into_play",NA,NA,NA,NA,8,"Aaron Judge grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.","R","R","R","TOR","NYY","X",5,"ground_ball",1,1,2022,-2.11,0.49,-0.03,1.84,NA,NA,NA,2,7,"Top",105.03,166.31,NA,NA,672515,NA,NA,10.6946251479786,-121.541132313565,-1.96311655122198,-23.0868243593848,28.2041151168143,-27.1298758184247,3.95,1.84,10,95.6,-10,82.9,1875,6.3,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.21,0.191,0.172,0,1,0,0,2,60,3,"Changeup",2,10,10,2,10,2,10,2,"Infield shift","Standard",254,0,-0.093
"SL",2022-06-17,81.6,-2.84,4.95,"Judge, Aaron",592450,596271,"","called_strike",NA,NA,NA,NA,4,"Aaron Judge grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.","R","R","R","TOR","NYY","S",NA,"",1,0,2022,0.43,0.72,-0.47,2.43,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,672515,NA,NA,4.4905658048079,-118.71286506025,-0.331724340390353,2.96551741995083,27.1966175010664,-25.6262826953514,3.94,1.69,NA,NA,NA,80.6,2575,6.1,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.4,NA,NA,NA,NA,NA,NA,NA,60,2,"Slider",2,10,10,2,10,2,10,2,"Infield shift","Strategic",95,0,-0.021
"SI",2022-06-17,90,-2.86,5.16,"Judge, Aaron",592450,596271,"","ball",NA,NA,NA,NA,13,"Aaron Judge grounds out, third baseman Matt Chapman to first baseman Vladimir Guerrero Jr.","R","R","R","TOR","NYY","B",NA,"",0,0,2022,-1.65,0.45,-0.93,2.02,NA,NA,NA,2,7,"Top",NA,NA,NA,NA,672515,NA,NA,8.23493240734942,-130.671499766089,-2.65631436142703,-20.7271675832014,31.8221354227081,-26.7150789937886,3.9,1.73,NA,NA,NA,88.6,2184,5.9,661742,596271,672515,665489,624415,656305,669289,666971,543807,606192,54.58,NA,NA,NA,NA,NA,NA,NA,60,1,"Sinker",2,10,10,2,10,2,10,2,"Infield shift","Strategic",230,0,0.015
"ST",2022-06-17,83.8,-1.49,5.38,"Judge, Aaron",592450,663423,"single","hit_into_play",NA,NA,NA,NA,14,"Yankees challenged (play at 1st), call on the field was overturned: Aaron Judge singles on a ground ball to third baseman Matt Chapman.   Joey Gallo to 3rd.","R","R","R","TOR","NYY","X",5,"ground_ball",3,2,2022,1.25,0.14,0.77,1.35,NA,608336,NA,2,4,"Top",107.46,165.1,NA,NA,672515,NA,NA,2.74125541024127,-121.861078134108,-2.98655019932359,11.5714137910371,29.8764485773243,-30.3629094801545,3.95,1.84,67,75,5,82.8,2854,6.2,661742,663423,672515,665489,624415,656305,669289,666971,543807,606192,54.29,0.223,0.201,0.9,1,1,0,2,31,7,"Sweeper",1,2,2,1,2,1,2,1,"Infield shift","Strategic",59,-0.015,0.744
